Date,1_month_rainfall_aggregate,1_month_rainfall_aggregate_avg
2013-12-11,193.9508,262.4014
2013-12-21,75.9426,186.6727
2014-01-01,52.3033,155
2014-01-11,78.377,125.6929
2014-01-21,75.1066,110.2773
2014-02-01,63.1475,107.7235
2014-02-11,28.0902,109.106
2014-02-21,41.5082,101.1907
2014-03-01,64.459,109.3117
2014-03-11,88.1639,128.7587
2014-03-21,95.4426,159.5342
2014-04-01,186.7869,204.4874
2014-04-11,210.5984,243.1019
2014-04-21,370.7541,289.6137
2014-05-01,422.5738,323.8527
2014-05-11,389.0164,359.7716
2014-05-21,275.8361,382.1943
2014-06-01,298.8689,364.8877
2014-06-11,363.0902,325.4339
2014-06-21,331.5656,281.4664
2014-07-01,185.4016,232.6503
2014-07-11,115.082,205.8511
2014-07-21,123.1967,178.7913
2014-08-01,223.8525,157.9027
2014-08-11,340.3607,152.1984
2014-08-21,387.2869,158.1306
2014-09-01,338.2623,209.9432
2014-09-11,288.5902,249.3579
2014-09-21,439.4754,302.1975
2014-10-01,651.0656,329.4016
2014-10-11,719.2049,386.7899
2014-10-21,658.2541,428.6907
2014-11-01,399.0082,441.1661
2014-11-11,353.1885,406.6123
2014-11-21,310.0492,376.3167
2014-12-01,372.0738,318.7489
2014-12-11,386.6885,262.4014
2014-12-21,435.9344,186.6727
2015-01-01,330.3115,155
2015-01-11,210.7459,125.6929
2015-01-21,50.2623,110.2773
2015-02-01,98.1885,107.7235
2015-02-11,108.8689,109.106
2015-02-21,104.9426,101.1907
2015-03-01,102.6311,109.3117
2015-03-11,122.6885,128.7587
2015-03-21,165.6393,159.5342
2015-04-01,226.9836,204.4874
2015-04-11,305.4426,243.1019
2015-04-21,351.3934,289.6137
2015-05-01,372,323.8527
2015-05-11,371.6393,359.7716
2015-05-21,275.0902,382.1943
2015-06-01,185.3934,364.8877
2015-06-11,239.2377,325.4339
2015-06-21,303.9262,281.4664
2015-07-01,281.5082,232.6503
2015-07-11,174.959,205.8511
2015-07-21,131.2541,178.7913
2015-08-01,162.3607,157.9027
2015-08-11,160.1721,152.1984
2015-08-21,178.5656,158.1306
2015-09-01,320.3934,209.9432
2015-09-11,435.4262,249.3579
2015-09-21,578.9098,302.1975
2015-10-01,481.6557,329.4016
2015-10-11,514.8197,386.7899
2015-10-21,475.582,428.6907
2015-11-01,532.0984,441.1661
2015-11-11,453.4344,406.6123
2015-11-21,417.5738,376.3167
2015-12-01,396.418,318.7489
2015-12-11,347.7623,262.4014
2015-12-21,254.5492,186.6727
2016-01-01,133.7295,155
2016-01-11,59.582,125.6929
2016-01-21,50.8525,110.2773
2016-02-01,80.541,107.7235
2016-02-11,101.1066,109.106
2016-02-21,88.8607,101.1907
2016-03-01,80.6475,109.3117
2016-03-11,70.0082,128.7587
2016-03-21,84.6557,159.5342
2016-04-01,106.0246,204.4874
2016-04-11,187.5574,243.1019
2016-04-21,216.4262,289.6137
2016-05-01,315.2787,323.8527
2016-05-11,761.7951,359.7716
2016-05-21,1027.2295,382.1943
2016-06-01,898.5328,364.8877
2016-06-11,413.7705,325.4339
2016-06-21,165.3279,281.4664
2016-07-01,148.0574,232.6503
2016-07-11,121.3197,205.8511
2016-07-21,137.8689,178.7913
2016-08-01,134.8443,157.9027
2016-08-11,109.459,152.1984
2016-08-21,41.9508,158.1306
2016-09-01,48.1967,209.9432
2016-09-11,62.4098,249.3579
2016-09-21,57.8607,302.1975
2016-10-01,54.2049,329.4016
2016-10-11,100.918,386.7899
2016-10-21,137.4672,428.6907
2016-11-01,266.8525,441.1661
2016-11-11,338.3607,406.6123
2016-11-21,357.6721,376.3167
2016-12-01,246.418,318.7489
2016-12-11,132.4672,262.4014
2016-12-21,95.877,186.6727
2017-01-01,72.8443,155
2017-01-11,52.6639,125.6929
2017-01-21,122.2705,110.2773
2017-02-01,120.5984,107.7235
2017-02-11,153.2295,109.106
2017-02-21,86.1967,101.1907
2017-03-01,179.7213,109.3117
2017-03-11,237.4508,128.7587
2017-03-21,273.2951,159.5342
2017-04-01,237.877,204.4874
2017-04-11,222.4508,243.1019
2017-04-21,151.082,289.6137
2017-05-01,213.7951,323.8527
2017-05-11,251.8934,359.7716
2017-05-21,552.2049,382.1943
2017-06-01,500.582,364.8877
2017-06-11,461.9262,325.4339
2017-06-21,251.0164,281.4664
2017-07-01,224.2541,232.6503
2017-07-11,168.2787,205.8511
2017-07-21,133.6967,178.7913
2017-08-01,155.0492,157.9027
2017-08-11,243.7787,152.1984
2017-08-21,232.9016,158.1306
2017-09-01,393.9672,209.9432
2017-09-11,367.5492,249.3579
2017-09-21,407.918,302.1975
2017-10-01,279.123,329.4016
2017-10-11,352.7213,386.7899
2017-10-21,388.918,428.6907
2017-11-01,449.7869,441.1661
2017-11-11,349.7295,406.6123
2017-11-21,434.9508,376.3167
2017-12-01,319.8361,318.7489
2017-12-11,315.7131,262.4014
2017-12-21,138.123,186.6727
2018-01-01,97.7213,155
2018-01-11,55.8607,125.6929
2018-01-21,41.623,110.2773
2018-02-01,74.2951,107.7235
2018-02-11,72.623,109.106
2018-02-21,92.2295,101.1907
2018-03-01,129.2869,109.3117
2018-03-11,188.8279,128.7587
2018-03-21,209.582,159.5342
2018-04-01,213.1557,204.4874
2018-04-11,258.2295,243.1019
2018-04-21,316.7623,289.6137
2018-05-01,385.7131,323.8527
2018-05-11,548.8361,359.7716
2018-05-21,633.9262,382.1943
2018-06-01,656.5328,364.8877
2018-06-11,477.2951,325.4339
2018-06-21,342.3033,281.4664
2018-07-01,223.5738,232.6503
2018-07-11,185.3197,205.8511
2018-07-21,153,178.7913
2018-08-01,148.9098,157.9027
2018-08-11,184.1148,152.1984
2018-08-21,202.3279,158.1306
2018-09-01,173.8279,209.9432
2018-09-11,148.6803,249.3579
2018-09-21,269.6967,302.1975
2018-10-01,553.5656,329.4016
2018-10-11,632.3443,386.7899
2018-10-21,651.1885,428.6907
2018-11-01,513.7541,441.1661
2018-11-11,421.9344,406.6123
2018-11-21,368.0328,376.3167
2018-12-01,238.459,318.7489
2018-12-11,200.4836,262.4014
2018-12-21,95.082,186.6727
2019-01-01,63.9262,155
2019-01-11,61.3115,125.6929
2019-01-21,29.0164,110.2773
2019-02-01,125.8115,107.7235
2019-02-11,152.0082,109.106
2019-02-21,151.5328,101.1907
2019-03-01,72.4508,109.3117
2019-03-11,60.0984,128.7587
2019-03-21,68.4672,159.5342
2019-04-01,52.0656,204.4874
2019-04-11,131.0164,243.1019
2019-04-21,238.2459,289.6137
2019-05-01,275.2459,323.8527
2019-05-11,196.2049,359.7716
2019-05-21,177.377,382.1943
2019-06-01,355.4016,364.8877
2019-06-11,470.8852,325.4339
2019-06-21,501.2377,281.4664
2019-07-01,327.8934,232.6503
2019-07-11,305.1148,205.8511
2019-07-21,197,178.7913
2019-08-01,293.1557,157.9027
2019-08-11,229.8115,152.1984
2019-08-21,437.623,158.1306
2019-09-01,387.7623,209.9432
2019-09-11,660.4754,249.3579
2019-09-21,761.8115,302.1975
2019-10-01,846.1803,329.4016
2019-10-11,748.4016,386.7899
2019-10-21,582.877,428.6907
2019-11-01,496.3033,441.1661
2019-11-11,401.6803,406.6123
2019-11-21,377.8033,376.3167
2019-12-01,362,318.7489
2019-12-11,277.7459,262.4014
2019-12-21,190.4344,186.6727
2020-01-01,132.9426,155
2020-01-11,93.2131,125.6929
2020-01-21,46.918,110.2773
2020-02-01,36.2295,107.7235
2020-02-11,30.3607,109.106
2020-02-21,26.0164,101.1907
2020-03-01,42.1311,109.3117
2020-03-11,50.959,128.7587
2020-03-21,67.4672,159.5342
2020-04-01,80.6066,204.4874
2020-04-11,96.4344,243.1019
2020-04-21,170.8607,289.6137
2020-05-01,240.7541,323.8527
2020-05-11,471.1148,359.7716
2020-05-21,462.1803,382.1943
2020-06-01,439.6803,364.8877
2020-06-11,228.4344,325.4339
2020-06-21,253.2869,281.4664
2020-07-01,238.1803,232.6503
2020-07-11,288.7213,205.8511
2020-07-21,248.4016,178.7913
2020-08-01,300.0328,157.9027
2020-08-11,205.5492,152.1984
2020-08-21,169.8279,158.1306
2020-09-01,232.9508,209.9432
2020-09-11,377.4344,249.3579
2020-09-21,520.2541,302.1975
2020-10-01,372.4508,329.4016
2020-10-11,308.4918,386.7899
2020-10-21,165.2377,428.6907
2020-11-01,252.8525,441.1661
2020-11-11,294.5738,406.6123
2020-11-21,294.5656,376.3167
2020-12-01,238.5492,318.7489
2020-12-11,149.5,262.4014
2020-12-21,182.9754,186.6727
2021-01-01,186.4918,155
2021-01-11,203.3689,125.6929
2021-01-21,164.0656,110.2773
2021-02-01,116.4508,107.7235
2021-02-11,61.2049,109.106
2021-02-21,60.5902,101.1907
2021-03-01,89.3607,109.3117
2021-03-11,151.9426,128.7587
2021-03-21,222.959,159.5342
2021-04-01,186.0082,204.4874
2021-04-11,189.959,243.1019
2021-04-21,202.9754,289.6137
2021-05-01,366.9672,323.8527
2021-05-11,489.4836,359.7716
2021-05-21,591.4754,382.1943
2021-06-01,687.3443,364.8877
2021-06-11,586.2541,325.4339
2021-06-21,414.1803,281.4664
2021-07-01,307.1066,232.6503
2021-07-11,249.1475,205.8511
2021-07-21,291.5,178.7913
2021-08-01,172.4016,157.9027
2021-08-11,191.9836,152.1984
2021-08-21,251.1066,158.1306
2021-09-01,296.5082,209.9432
2021-09-11,366.8934,249.3579
2021-09-21,379.2787,302.1975
2021-10-01,459.0738,329.4016
2021-10-11,411.582,386.7899
2021-10-21,490.7049,428.6907
2021-11-01,536.0984,441.1661
2021-11-11,557.0902,406.6123
2021-11-21,483.2623,376.3167
2021-12-01,339.7541,318.7489
2021-12-11,289.1885,262.4014
2021-12-21,136.6967,186.6727
2022-01-01,91.5656,155
2022-01-11,64.0902,125.6929
2022-01-21,61.6393,110.2773
2022-02-01,43.3197,107.7235
2022-02-11,85.1066,109.106
2022-02-21,122.6311,101.1907
2022-03-01,143.2213,109.3117
2022-03-11,119.0574,128.7587
2022-03-21,130.0574,159.5342
2022-04-01,291.2213,204.4874
2022-04-11,327.6885,243.1019
2022-04-21,429.9672,289.6137
2022-05-01,342.918,323.8527
2022-05-11,440.4672,359.7716
2022-05-21,503.4016,382.1943
2022-06-01,439.9344,364.8877
2022-06-11,385.7377,325.4339
2022-06-21,205.9098,281.4664
2022-07-01,197.3279,232.6503
2022-07-11,121.1557,205.8511
2022-07-21,225.7623,178.7913
2022-08-01,272.4918,157.9027
2022-08-11,243.8607,152.1984
2022-08-21,292.3934,158.1306
2022-09-01,367.7459,209.9432
2022-09-11,365.9016,249.3579
2022-09-21,209.7049,302.1975
2022-10-01,92.877,329.4016
2022-10-11,370.0082,386.7899
2022-10-21,573.6311,428.6907
2022-11-01,676.4508,441.1661
2022-11-11,505.5574,406.6123
2022-11-21,308.377,376.3167
2022-12-01,282.3934,318.7489
2022-12-11,221.6066,262.4014
2022-12-21,260.0574,186.6727
2023-01-01,174.3934,155
2023-01-11,143.6967,125.6929
2023-01-21,95.6803,110.2773
2023-02-01,131.3525,107.7235
2023-02-11,138.3279,109.106
2023-02-21,135.0328,101.1907
2023-03-01,152.0902,109.3117
2023-03-11,211.6148,128.7587
2023-03-21,313.5574,159.5342
2023-04-01,354.5246,204.4874
2023-04-11,287.5492,243.1019
2023-04-21,273.9754,289.6137
2023-05-01,540.4754,323.8527
2023-05-11,686.2869,359.7716
2023-05-21,713.3033,382.1943
2023-06-01,524.918,364.8877
2023-06-11,515.9918,325.4339
2023-06-21,518.377,281.4664
2023-07-01,415.0574,232.6503
2023-07-11,277.0082,205.8511
2023-07-21,162.3197,178.7913
2023-08-01,82.3852,157.9027
2023-08-11,71.4262,152.1984
2023-08-21,166.0328,158.1306
2023-09-01,416.4754,209.9432
2023-09-11,506.0492,249.3579
2023-09-21,580.2541,302.1975
2023-10-01,594.5492,329.4016
2023-10-11,688.9754,386.7899
2023-10-21,681.9262,428.6907
2023-11-01,639.6885,441.1661
2023-11-11,596.3279,406.6123
2023-11-21,561.4016,376.3167
2023-12-01,464.5656,318.7489
2023-12-11,445.3197,262.4014
2023-12-21,338.9508,186.6727
2024-01-01,347.9836,155
2024-01-11,228.2787,125.6929
2024-01-21,191.3033,110.2773
2024-02-01,59.9508,107.7235
2024-02-11,51.6393,109.106
2024-02-21,42.9262,101.1907
